id,uri,nomeParlamentar,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email,sexo,ultimaSituacao,condicaoEleitoral,nomeEleitoral,nomeCivil,dataNascimento,falecido,udNascimento,escolaridade
1510,https://dadosabertos.camara.leg.br/api/v2/deputados/1510,OSWALDO TRIGUEIRO,['PDS'],https://dadosabertos.camara.leg.br/api/v2/partidos/36785,['PB'],[48],https://www.camara.leg.br/internet/deputado/bandep/1510.jpg,,M,,Suplente,OSWALDO TRIGUEIRO,Oswaldo Trigueiro do Valle,1935-10-10,0,PB,Superior
1511,https://dadosabertos.camara.leg.br/api/v2/deputados/1511,ESTENER SORATTO,['PFL'],https://dadosabertos.camara.leg.br/api/v2/partidos/36790,['SC'],[48],https://www.camara.leg.br/internet/deputado/bandep/1511.jpg,,M,,Suplente,ESTENER SORATTO,Estener Soratto da Silva,1947-11-24,0,SC,Secundário
1512,https://dadosabertos.camara.leg.br/api/v2/deputados/1512,GENESCO APARECIDO,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MG'],[48],https://www.camara.leg.br/internet/deputado/bandep/1512.jpg,,M,,Suplente,GENESCO APARECIDO,Genesco Aparecido de Oliveira,1930-07-22,0,MG,Superior
1513,https://dadosabertos.camara.leg.br/api/v2/deputados/1513,LEOPOLDO SOUZA,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['SE'],[48],https://www.camara.leg.br/internet/deputado/bandep/1513.jpg,,M,,Titular,LEOPOLDO SOUZA,Leopoldo de Araujo Souza Neto,1938-02-03,0,SE,Superior
1514,https://dadosabertos.camara.leg.br/api/v2/deputados/1514,AFRÍSIO VIEIRA LIMA,"['PMDB', 'ARENA', 'PDS']",https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['BA'],"[48, 45, 46, 47]",https://www.camara.leg.br/internet/deputado/bandep/1514.jpg,,M,Vacância,Suplente,AFRÍSIO VIEIRA LIMA,Afrísio de Souza Vieira Lima,1929-03-19,0,BA,Superior
1515,https://dadosabertos.camara.leg.br/api/v2/deputados/1515,PAULO MENICUCCI,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MG'],[48],https://www.camara.leg.br/internet/deputado/bandep/1515.jpg,,M,,,PAULO MENICUCCI,Paulo Roberto Menicucci,1944-12-24,0,MG,
1516,https://dadosabertos.camara.leg.br/api/v2/deputados/1516,ABDALLA JALLAD,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MS'],[48],https://www.camara.leg.br/internet/deputado/bandep/1516.jpg,,M,Afastado,Suplente,ABDALLA JALLAD,Abdalla Jallad,1940-12-09,0,MS,Superior
1517,https://dadosabertos.camara.leg.br/api/v2/deputados/1517,FRANCISCO ROLIM,['PSB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36832,['PB'],[48],https://www.camara.leg.br/internet/deputado/bandep/1517.jpg,,M,,Titular,FRANCISCO ROLIM,Francisco Matias Rolim,1922-12-06,0,CE,Secundário
1518,https://dadosabertos.camara.leg.br/api/v2/deputados/1518,FERNANDO BASTOS,"['PFL', 'PDS']",https://dadosabertos.camara.leg.br/api/v2/partidos/36785,['SC'],"[48, 47]",https://www.camara.leg.br/internet/deputado/bandep/1518.jpg,,M,,Suplente,FERNANDO BASTOS,Fernando José Caldeira Bastos,1932-12-03,0,SC,Superior
1519,https://dadosabertos.camara.leg.br/api/v2/deputados/1519,ALZIRO GOMES,['PFL'],https://dadosabertos.camara.leg.br/api/v2/partidos/36790,['TO'],[48],https://www.camara.leg.br/internet/deputado/bandep/1519.jpg,,M,,Suplente,ALZIRO GOMES,Alziro Gomes de Souza,1923-07-10,0,MA,Secundário
1520,https://dadosabertos.camara.leg.br/api/v2/deputados/1520,JOSÉ AMANDO,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MT'],"[48, 47]",https://www.camara.leg.br/internet/deputado/bandep/1520.jpg,,M,,Suplente,JOSÉ AMANDO,José Amando Barbosa Mota,1932-05-04,0,CE,Superior
1521,https://dadosabertos.camara.leg.br/api/v2/deputados/1521,IRANILDO PEREIRA,"['PMDB', 'MDB*']",https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['CE'],"[48, 46, 47]",https://www.camara.leg.br/internet/deputado/bandep/1521.jpg,,M,,Suplente,IRANILDO PEREIRA,Iranildo Pereira de Oliveira,1937-12-19,0,CE,Superior
1522,https://dadosabertos.camara.leg.br/api/v2/deputados/1522,ANTONIO MARANGON,['PT'],https://dadosabertos.camara.leg.br/api/v2/partidos/36844,['RS'],[48],https://www.camara.leg.br/internet/deputado/bandep/1522.jpg,,M,,Suplente,ANTONIO MARANGON,Antonio Marangon,1951-11-30,0,RS,Superior
1523,https://dadosabertos.camara.leg.br/api/v2/deputados/1523,LEONEL JÚLIO,['PTdoB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36847,['SP'],[48],https://www.camara.leg.br/internet/deputado/bandep/1523.jpg,,M,,Suplente,LEONEL JÚLIO,Leonel Júlio,1935-07-31,0,SP,Ensino Técnico
1524,https://dadosabertos.camara.leg.br/api/v2/deputados/1524,ALCIDES LIMA,"['PFL', 'PDS']",https://dadosabertos.camara.leg.br/api/v2/partidos/36785,['RR'],"[48, 47]",https://www.camara.leg.br/internet/deputado/bandep/1524.jpg,,M,,Suplente,ALCIDES LIMA,Alcides da Conceição Lima Filho,1945-04-15,0,RR,Superior
1525,https://dadosabertos.camara.leg.br/api/v2/deputados/1525,ARISTIDES CUNHA,['PSC'],https://dadosabertos.camara.leg.br/api/v2/partidos/36833,['SP'],[48],https://www.camara.leg.br/internet/deputado/bandep/1525.jpg,,M,,Titular,ARISTIDES CUNHA,Aristides Cunha Filho,1928-12-26,0,MG,Superior
1526,https://dadosabertos.camara.leg.br/api/v2/deputados/1526,TARSO GENRO,['PT'],https://dadosabertos.camara.leg.br/api/v2/partidos/36844,['RS'],[48],https://www.camara.leg.br/internet/deputado/bandep/1526.jpg,,M,,Titular,TARSO GENRO,Tarso Fernando Herz Genro,1947-03-06,0,RS,Superior
1527,https://dadosabertos.camara.leg.br/api/v2/deputados/1527,SÉRGIO CARVALHO,['PDT'],https://dadosabertos.camara.leg.br/api/v2/partidos/36786,['RJ'],[48],https://www.camara.leg.br/internet/deputado/bandep/1527.jpg,,M,Vacância,Titular,SÉRGIO CARVALHO,Sérgio Ribeiro Miranda de Carvalho,1930-07-17,0,RJ,Superior
1528,https://dadosabertos.camara.leg.br/api/v2/deputados/1528,JAYME CAMPOS,['PJ'],https://dadosabertos.camara.leg.br/api/v2/partidos/36794,['RJ'],[48],https://www.camara.leg.br/internet/deputado/bandep/1528.jpg,,M,Vacância,Titular,JAYME CAMPOS,Jayme Mendonça de Campos,1935-05-26,0,RJ,Superior
1529,https://dadosabertos.camara.leg.br/api/v2/deputados/1529,GERSON VILAS-BÔAS,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['SE'],[48],https://www.camara.leg.br/internet/deputado/bandep/1529.jpg,,M,,Suplente,GERSON VILAS-BÔAS,Gerson Vilas-bôas,1934-11-01,0,BA,Superior
1530,https://dadosabertos.camara.leg.br/api/v2/deputados/1530,LURDINHA SAVIGNON,['PT'],https://dadosabertos.camara.leg.br/api/v2/partidos/36844,['ES'],[48],https://www.camara.leg.br/internet/deputado/bandep/1530.jpg,,F,,Titular,LURDINHA SAVIGNON,Maria de Lourdes Savignon,1957-12-10,0,ES,Secundário
1531,https://dadosabertos.camara.leg.br/api/v2/deputados/1531,ARTHUR DE LIMA CAVALCANTI,"['PDT', 'PTB']",https://dadosabertos.camara.leg.br/api/v2/partidos/36852,['PE'],"[48, 42]",https://www.camara.leg.br/internet/deputado/bandep/1531.jpg,,M,Vacância,Suplente,ARTHUR DE LIMA CAVALCANTI,Artur Mello de Lima Cavalcanti,1930-09-27,0,PE,Superior
1532,https://dadosabertos.camara.leg.br/api/v2/deputados/1532,MANUEL DOMINGOS,['PCdoB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36779,['PI'],[48],https://www.camara.leg.br/internet/deputado/bandep/1532.jpg,,M,,Titular,MANUEL DOMINGOS,Manuel Domingos Neto,1949-12-05,0,CE,Superior
1533,https://dadosabertos.camara.leg.br/api/v2/deputados/1533,ERNANI BOLDRIM,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['RJ'],[48],https://www.camara.leg.br/internet/deputado/bandep/1533.jpg,,M,,Titular,ERNANI BOLDRIM,Ernani Boldrim de Freitas Lima,1944-04-04,0,MG,Superior
1534,https://dadosabertos.camara.leg.br/api/v2/deputados/1534,TARZAN DE CASTRO,['PDC'],https://dadosabertos.camara.leg.br/api/v2/partidos/36783,['GO'],[48],https://www.camara.leg.br/internet/deputado/bandep/1534.jpg,,M,,Titular,TARZAN DE CASTRO,Tarzan de Castro,1938-06-05,0,MT,Superior
1535,https://dadosabertos.camara.leg.br/api/v2/deputados/1535,MAURO BORGES,"['PSD', 'PDC']",https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['GO'],"[41, 49]",https://www.camara.leg.br/internet/deputado/bandep/1535.jpg,,M,Vacância,Titular,MAURO BORGES,Mauro Borges Teixeira,1920-02-15,0,GO,Superior
1536,https://dadosabertos.camara.leg.br/api/v2/deputados/1536,PLÍNIO MARTINS,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MS'],"[48, 47]",https://www.camara.leg.br/internet/deputado/bandep/1536.jpg,,M,Vacância,Titular,PLÍNIO MARTINS,Plínio Barbosa Martins,1926-09-16,0,MS,Superior
1537,https://dadosabertos.camara.leg.br/api/v2/deputados/1537,GANDI JAMIL,['PFL'],https://dadosabertos.camara.leg.br/api/v2/partidos/36790,['MS'],[48],https://www.camara.leg.br/internet/deputado/bandep/1537.jpg,,M,,Titular,GANDI JAMIL,Gandi Jamil Georges,1956-03-03,0,MS,Secundário
1538,https://dadosabertos.camara.leg.br/api/v2/deputados/1538,NORBERTO SCHWANTES,['PMDB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MT'],[48],https://www.camara.leg.br/internet/deputado/bandep/1538.jpg,,M,Vacância,Suplente,NORBERTO SCHWANTES,Norberto Schwantes,1935-03-18,0,RS,Superior
1539,https://dadosabertos.camara.leg.br/api/v2/deputados/1539,DOUTEL DE ANDRADE,"['PDT', 'PTB']",https://dadosabertos.camara.leg.br/api/v2/partidos/36845,"['SC', 'RJ']","[48, 41, 42]",https://www.camara.leg.br/internet/deputado/bandep/1539.jpg,,M,Vacância,Efetivado,DOUTEL DE ANDRADE,Armindo Marcílio Doutel de Andrade,1920-11-17,0,RJ,Superior
1540,https://dadosabertos.camara.leg.br/api/v2/deputados/1540,JORGE CURY,"['PDT', 'MDB*', 'PTB']",https://dadosabertos.camara.leg.br/api/v2/partidos/36774,['RJ'],"[42, 43, 46, 47, 48]",https://www.camara.leg.br/internet/deputado/bandep/1540.jpg,,M,Vacância,Suplente,JORGE CURY,Jorge Said Cury,1927-05-06,0,RJ,Superior
1541,https://dadosabertos.camara.leg.br/api/v2/deputados/1541,LAURO MAIA,[nan],https://dadosabertos.camara.leg.br/api/v2/partidos/36790,['SE'],[48],https://www.camara.leg.br/internet/deputado/bandep/1541.jpg,,M,Vacância,Suplente,LAURO MAIA,Lauro Augusto do Prado Maia,1934-05-26,0,SE,Superior
1542,https://dadosabertos.camara.leg.br/api/v2/deputados/1542,MANOEL MOTA,[nan],https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['GO'],[48],https://www.camara.leg.br/internet/deputado/bandep/1542.jpg,,M,,Suplente,MANOEL MOTA,Manoel de Oliveira Mota,1950-07-08,0,BA,Superior
1543,https://dadosabertos.camara.leg.br/api/v2/deputados/1543,MÁRIO GURGEL,['MDB*'],https://dadosabertos.camara.leg.br/api/v2/partidos/36774,['ES'],[43],https://www.camara.leg.br/internet/deputado/bandep/1543.jpg,,M,Vacância,Titular,MÁRIO GURGEL,Mário Gurgel,1922-06-12,0,RO,Superior
1545,https://dadosabertos.camara.leg.br/api/v2/deputados/1545,DANIEL DE CARVALHO,['PR'],https://dadosabertos.camara.leg.br/api/v2/partidos/36814,['MG'],"[40, 38, 39]",https://www.camara.leg.br/internet/deputado/bandep/1545.jpg,,M,Vacância,Suplente,DANIEL DE CARVALHO,Daniel Serapião de Carvalho,1887-10-09,0,MG,Superior
1553,https://dadosabertos.camara.leg.br/api/v2/deputados/1553,AUGUSTO PÚBLIO,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['BA'],"[40, 41]",https://www.camara.leg.br/internet/deputado/bandep/1553.jpg,,M,Vacância,Suplente,AUGUSTO PÚBLIO,Augusto Públio Pereira,1907-01-21,0,BA,Superior
1557,https://dadosabertos.camara.leg.br/api/v2/deputados/1557,ACHILLES CRUZ,['PSP'],https://dadosabertos.camara.leg.br/api/v2/partidos/36840,['MA'],[41],https://www.camara.leg.br/internet/deputado/bandep/1557.jpg,,M,Vacância,Suplente,ACHILLES CRUZ,Achilles de Almeida Cruz,1905-02-21,0,MA,Superior
1559,https://dadosabertos.camara.leg.br/api/v2/deputados/1559,ODULFO DOMINGUES,['ARENA'],https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['BA'],"[43, 44, 45, 46]",https://www.camara.leg.br/internet/deputado/bandep/1559.jpg,,M,Vacância,Titular,ODULFO DOMINGUES,Odulfo Vieira Domingues,1917-06-20,0,BA,Secundário
1567,https://dadosabertos.camara.leg.br/api/v2/deputados/1567,GUSTAVO CAPANEMA,"['PSD', 'ARENA']",https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MG'],"[38, 39, 40, 41, 42, 43]",https://www.camara.leg.br/internet/deputado/bandep/1567.jpg,,M,Vacância,Titular,GUSTAVO CAPANEMA,Gustavo Capanema,1900-08-10,0,MG,Superior
1579,https://dadosabertos.camara.leg.br/api/v2/deputados/1579,GERALDO DE PINA,"['PSD', 'ARENA']",https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['GO'],"[42, 43]",https://www.camara.leg.br/internet/deputado/bandep/1579.jpg,,M,Vacância,Suplente,GERALDO DE PINA,Geraldo D'Abadia de Pina,1925-05-08,0,GO,
1590,https://dadosabertos.camara.leg.br/api/v2/deputados/1590,IVETTE VARGAS,"['MDB*', 'PTB']",https://dadosabertos.camara.leg.br/api/v2/partidos/36845,['SP'],"[39, 40, 41, 42, 43, 47]",https://www.camara.leg.br/internet/deputado/bandep/1590.jpg,,F,Vacância,Titular,IVETTE VARGAS,Cândida Ivette Vargas Tatsch Martins,1927-07-17,0,RS,Superior
1668,https://dadosabertos.camara.leg.br/api/v2/deputados/1668,NECY NOVAES,"['ARENA', 'PTB']",https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['BA'],"[42, 43, 44]",https://www.camara.leg.br/internet/deputado/bandep/1668.jpg,,F,Vacância,Titular,NECY NOVAES,Necy Santos Novaes,1908-02-08,0,SP,
1681,https://dadosabertos.camara.leg.br/api/v2/deputados/1681,NYSIA CARONE,['MDB*'],https://dadosabertos.camara.leg.br/api/v2/partidos/36774,['MG'],[43],https://www.camara.leg.br/internet/deputado/bandep/1681.jpg,,F,Vacância,Titular,NYSIA CARONE,Nysia Coimbra Flôres Carone,1928-10-16,0,MG,Superior
1688,https://dadosabertos.camara.leg.br/api/v2/deputados/1688,JÚLIA STEINBRUCH,['MDB*'],https://dadosabertos.camara.leg.br/api/v2/partidos/36774,['RJ'],[43],https://www.camara.leg.br/internet/deputado/bandep/1688.jpg,,F,,Titular,JÚLIA STEINBRUCH,Júlia Vaena Steinbruch,1933-05-28,0,RJ,Superior
1695,https://dadosabertos.camara.leg.br/api/v2/deputados/1695,LÍGIA DOUTEL DE ANDRADE,['MDB*'],https://dadosabertos.camara.leg.br/api/v2/partidos/36774,['SC'],[43],https://www.camara.leg.br/internet/deputado/bandep/1695.jpg,,F,,Titular,LÍGIA DOUTEL DE ANDRADE,Lígia Doutel de Andrade,1934-09-28,0,SC,Superior
1701,https://dadosabertos.camara.leg.br/api/v2/deputados/1701,LYGIA LESSA BASTOS,['ARENA'],https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['RJ'],"[45, 46]",https://www.camara.leg.br/internet/deputado/bandep/1701.jpg,,F,,Titular,LYGIA LESSA BASTOS,Lygia Maria Lessa Bastos,1919-09-09,0,RJ,
1712,https://dadosabertos.camara.leg.br/api/v2/deputados/1712,JUNIA MARISE,"['PMDB', 'MDB*']",https://dadosabertos.camara.leg.br/api/v2/partidos/36800,['MG'],"[46, 47]",https://www.camara.leg.br/internet/deputado/bandep/1712.jpg,,F,,Titular,JÚNIA MARISE,Junia Marise Azeredo Coutinho,1945-06-21,0,MG,Superior
1784,https://dadosabertos.camara.leg.br/api/v2/deputados/1784,LÚCIA VIVEIROS,"['MDB*', 'PDS']",https://dadosabertos.camara.leg.br/api/v2/partidos/36785,['PA'],"[46, 47]",https://www.camara.leg.br/internet/deputado/bandep/1784.jpg,,F,,Titular,LÚCIA VIVEIROS,Lúcia Daltro Viveiros,1935-04-13,0,PA,Superior
2285,https://dadosabertos.camara.leg.br/api/v2/deputados/2285,ARTHUR BERNARDES,['PR'],https://dadosabertos.camara.leg.br/api/v2/partidos/36814,['MG'],"[38, 39]",https://www.camara.leg.br/internet/deputado/bandep/2285.jpg,,M,Vacância,Suplente,ARTHUR BERNARDES,Arthur da Silva Bernardes,1875-08-08,0,MG,Superior
2286,https://dadosabertos.camara.leg.br/api/v2/deputados/2286,MARCO MACIEL,['ARENA'],https://dadosabertos.camara.leg.br/api/v2/partidos/36768,['PE'],"[44, 45]",https://www.camara.leg.br/internet/deputado/bandep/2286.jpg,,M,,Titular,MARCO MACIEL,Marco Antônio de Oliveira Maciel,1940-07-21,0,PE,Pós-Graduação
2411,https://dadosabertos.camara.leg.br/api/v2/deputados/2411,LUIZ CARVALHO,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MA'],[38],https://www.camara.leg.br/internet/deputado/bandep/2411.jpg,,M,Vacância,Titular,LUIZ CARVALHO,Luiz Carvalho,1880-08-25,0,PI,Superior
2596,https://dadosabertos.camara.leg.br/api/v2/deputados/2596,MACHADO COELHO,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['SP'],[38],https://www.camara.leg.br/internet/deputado/bandep/2596.jpg,,M,Vacância,Suplente,MACHADO COELHO,José Machado Coelho de Castro,1887-11-20,0,SP,Superior
2631,https://dadosabertos.camara.leg.br/api/v2/deputados/2631,MARREY JÚNIOR,['PTB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36845,['SP'],[39],https://www.camara.leg.br/internet/deputado/bandep/2631.jpg,,M,,Titular,MARREY JÚNIOR,José Adriano Marrey Júnior,1885-08-07,0,MG,Superior
2634,https://dadosabertos.camara.leg.br/api/v2/deputados/2634,SÍLVIO DE CAMPOS,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['SP'],[38],https://www.camara.leg.br/internet/deputado/bandep/2634.jpg,,M,Vacância,Titular,SÍLVIO DE CAMPOS,SIlvio de Campos,1884-01-11,0,SP,Superior
2639,https://dadosabertos.camara.leg.br/api/v2/deputados/2639,AFFONSO ARINOS FILHO,['PDC'],https://dadosabertos.camara.leg.br/api/v2/partidos/36783,['RJ'],[42],https://www.camara.leg.br/internet/deputado/bandep/2639.jpg,,M,,Suplente,AFFONSO ARINOS FILHO,Affonso Arinos de Mello Franco Filho,1930-11-11,0,MG,Superior
2641,https://dadosabertos.camara.leg.br/api/v2/deputados/2641,BENI CARVALHO,['UDN'],https://dadosabertos.camara.leg.br/api/v2/partidos/36854,['CE'],[38],https://www.camara.leg.br/internet/deputado/bandep/2641.jpg,,M,Vacância,Titular,BENI CARVALHO,Benedito Augusto Carvalho dos Santos,1886-01-03,0,CE,Superior
2659,https://dadosabertos.camara.leg.br/api/v2/deputados/2659,RODRIGUES PEREIRA,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MG'],[38],https://www.camara.leg.br/internet/deputado/bandep/2659.jpg,,M,,Titular,RODRIGUES PEREIRA,Francisco Rodrigues Pereira Júnior,1894-10-19,0,MG,Superior
2698,https://dadosabertos.camara.leg.br/api/v2/deputados/2698,GILENO AMADO,['UDN'],https://dadosabertos.camara.leg.br/api/v2/partidos/36854,['BA'],[39],https://www.camara.leg.br/internet/deputado/bandep/2698.jpg,,M,Vacância,Suplente,GILENO AMADO,Gileno Amado,1891-01-04,0,SE,Superior
2707,https://dadosabertos.camara.leg.br/api/v2/deputados/2707,SILVA LEAL,['UDN'],,['CE'],[38],https://www.camara.leg.br/internet/deputado/bandep/2707.jpg,,M,Vacância,Suplente,SILVA LEAL,João da Silva Leal,1879-09-10,0,CE,
2793,https://dadosabertos.camara.leg.br/api/v2/deputados/2793,GUARACI SILVEIRA,['PST'],https://dadosabertos.camara.leg.br/api/v2/partidos/36842,['SP'],[38],https://www.camara.leg.br/internet/deputado/bandep/2793.jpg,,M,Vacância,Titular,GUARACI SILVEIRA,Guaraci Silveira,1893-09-27,0,SP,Superior
2848,https://dadosabertos.camara.leg.br/api/v2/deputados/2848,ALENCAR ARARIPE,['UDN'],https://dadosabertos.camara.leg.br/api/v2/partidos/36854,['CE'],"[40, 41, 38, 39]",https://www.camara.leg.br/internet/deputado/bandep/2848.jpg,,M,Vacância,Suplente,ALENCAR ARARIPE,Antônio Alencar Araripe,1897-11-15,0,CE,Superior
2870,https://dadosabertos.camara.leg.br/api/v2/deputados/2870,VANDONI DE BARROS,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MT'],[38],https://www.camara.leg.br/internet/deputado/bandep/2870.jpg,,M,Vacância,Titular,VANDONI DE BARROS,Carlos Vandoni de Barros,1904-06-28,0,MS,Superior
2871,https://dadosabertos.camara.leg.br/api/v2/deputados/2871,BERNARDES FILHO,['PR'],https://dadosabertos.camara.leg.br/api/v2/partidos/36814,['MG'],[38],https://www.camara.leg.br/internet/deputado/bandep/2871.jpg,,M,Vacância,Titular,BERNARDES FILHO,Arthur da Silva Bernardes Filho,1906-09-16,0,MG,Superior
2874,https://dadosabertos.camara.leg.br/api/v2/deputados/2874,JOÃO HENRIQUE,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MG'],[38],https://www.camara.leg.br/internet/deputado/bandep/2874.jpg,,M,Vacância,Titular,JOÃO HENRIQUE,João Henrique Sampaio Vieira da Silva,1896-06-19,0,CE,Superior
2876,https://dadosabertos.camara.leg.br/api/v2/deputados/2876,JUSCELINO KUBITSCHEK,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['MG'],[38],https://www.camara.leg.br/internet/deputado/bandep/2876.jpg,,M,Vacância,Titular,JUSCELINO KUBITSCHEK,Juscelino Kubitschek de Oliveira,1902-09-12,0,MG,Superior
2896,https://dadosabertos.camara.leg.br/api/v2/deputados/2896,SEVERINO MARIZ,['PTB'],https://dadosabertos.camara.leg.br/api/v2/partidos/36845,['PE'],[39],https://www.camara.leg.br/internet/deputado/bandep/2896.jpg,,M,Vacância,Titular,SEVERINO MARIZ,Severino Barbosa Mariz,1897-04-13,0,PE,Superior
2966,https://dadosabertos.camara.leg.br/api/v2/deputados/2966,ANTÔNIO MAFRA,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['AL'],[38],https://www.camara.leg.br/internet/deputado/bandep/2966.jpg,,M,Vacância,Suplente,ANTÔNIO MAFRA,Antônio Mário Mafra,1916-07-05,0,AL,Superior
2967,https://dadosabertos.camara.leg.br/api/v2/deputados/2967,LAURO BEZERRA,['PSD'],https://dadosabertos.camara.leg.br/api/v2/partidos/36834,['AL'],[38],https://www.camara.leg.br/internet/deputado/bandep/2967.jpg,,M,Vacância,Titular,LAURO BEZERRA,Lauro Bezerra Montenegro,1896-02-28,0,PB,Superior
